invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I103715,C297472,Female,34,Books,4,60.6,Cash,16-04-2021,Kanyon
I103716,C627703,Male,44,Clothing,2,600.16,Cash,11-07-2021,Istinye Park
I103718,C289058,Male,49,Food & Beverage,2,10.46,Cash,06-03-2023,Kanyon
I103721,C326569,Female,27,Food & Beverage,1,5.23,Credit Card,01-01-2023,Metropol AVM
I103722,C104363,Female,58,Souvenir,5,58.65,Cash,09-02-2023,Mall of Istanbul
I103723,C227212,Female,25,Food & Beverage,1,5.23,Cash,18-07-2021,Viaport Outlet
I103728,C316723,Female,18,Clothing,2,600.16,Debit Card,21-01-2022,Cevahir AVM
I103733,C292575,Male,24,Shoes,3,1800.51,Cash,21-10-2022,Mall of Istanbul
I103734,C736111,Male,39,Cosmetics,2,81.32,Cash,27-06-2022,Metrocity
I103739,C245184,Female,51,Clothing,3,900.24,Credit Card,14-04-2022,Metropol AVM
I103744,C238829,Male,24,Souvenir,3,35.19,Credit Card,13-06-2022,Mall of Istanbul
I103745,C562010,Male,34,Cosmetics,2,81.32,Credit Card,01-02-2023,Istinye Park
I103746,C186350,Female,41,Shoes,3,1800.51,Cash,06-01-2023,Kanyon
I103752,C196241,Male,30,Shoes,2,1200.34,Credit Card,02-04-2021,Metropol AVM
I103753,C109283,Female,20,Clothing,3,900.24,Cash,27-04-2021,Viaport Outlet
I103759,C833392,Female,42,Shoes,5,3000.85,Cash,01-11-2022,Kanyon
I103760,C252414,Female,60,Clothing,3,900.24,Credit Card,23-01-2023,Mall of Istanbul
I103763,C187054,Female,55,Shoes,5,3000.85,Cash,24-02-2021,Zorlu Center
I103764,C259614,Female,64,Clothing,4,1200.32,Credit Card,23-04-2021,Istinye Park
I103765,C264576,Male,27,Shoes,1,600.17,Cash,03-07-2022,Istinye Park
I103768,C167058,Female,25,Toys,2,71.68,Cash,07-07-2022,Kanyon
I103770,C238266,Male,30,Clothing,1,300.08,Cash,22-07-2022,Cevahir AVM
I103781,C101397,Female,25,Clothing,3,900.24,Credit Card,25-09-2021,Forum Istanbul
I103783,C276208,Female,38,Clothing,1,300.08,Debit Card,08-03-2022,Metropol AVM
I103785,C253317,Female,23,Clothing,2,600.16,Credit Card,31-03-2022,Kanyon
I103787,C334327,Female,28,Food & Beverage,2,10.46,Cash,29-03-2022,Istinye Park
I103789,C105302,Female,58,Shoes,1,600.17,Cash,28-03-2022,Cevahir AVM
I103793,C328514,Male,20,Souvenir,2,23.46,Debit Card,09-10-2022,Kanyon
I103800,C258232,Female,41,Clothing,5,1500.4,Credit Card,20-06-2022,Viaport Outlet
I103809,C210793,Female,43,Shoes,3,1800.51,Credit Card,21-12-2022,Emaar Square Mall
I103810,C468969,Male,35,Clothing,5,1500.4,Credit Card,24-09-2021,Mall of Istanbul
I103812,C428654,Female,33,Cosmetics,3,121.98,Debit Card,12-06-2022,Metropol AVM
I103825,C279491,Female,51,Cosmetics,1,40.66,Debit Card,20-09-2022,Metropol AVM
I103827,C734269,Female,37,Clothing,4,1200.32,Debit Card,07-10-2021,Istinye Park
I103828,C201443,Female,36,Clothing,4,1200.32,Cash,10-06-2022,Mall of Istanbul
I103829,C238662,Female,58,Food & Beverage,2,10.46,Debit Card,06-01-2021,Emaar Square Mall
I103837,C443395,Female,62,Clothing,3,900.24,Cash,22-09-2022,Metropol AVM
I103838,C246864,Female,21,Toys,3,107.52,Cash,12-12-2021,Metrocity
I103839,C299316,Male,45,Cosmetics,2,81.32,Credit Card,08-11-2022,Metropol AVM
I103846,C343517,Female,56,Cosmetics,4,162.64,Credit Card,30-01-2021,Kanyon
I103848,C357471,Female,60,Toys,5,179.2,Credit Card,02-07-2022,Metrocity
I103849,C401640,Female,64,Clothing,4,1200.32,Credit Card,22-01-2022,Metrocity
I103850,C268097,Female,43,Food & Beverage,5,26.15,Debit Card,07-10-2021,Kanyon
I103851,C248656,Male,54,Clothing,3,900.24,Cash,20-08-2022,Metrocity
I103852,C202758,Female,62,Cosmetics,3,121.98,Credit Card,18-04-2022,Istinye Park
I103853,C464868,Female,39,Shoes,4,2400.68,Cash,19-07-2021,Emaar Square Mall
I103854,C296437,Female,54,Clothing,5,1500.4,Cash,26-02-2023,Emaar Square Mall
I103857,C196906,Male,28,Shoes,2,1200.34,Credit Card,01-06-2021,Mall of Istanbul
I103858,C846946,Female,45,Clothing,5,1500.4,Credit Card,02-08-2022,Istinye Park
I103860,C780077,Male,19,Shoes,3,1800.51,Cash,15-01-2021,Zorlu Center
I103862,C231147,Female,34,Cosmetics,1,40.66,Debit Card,08-10-2022,Metrocity
I103864,C438810,Female,43,Shoes,4,2400.68,Cash,18-10-2021,Cevahir AVM
I103865,C117500,Male,28,Technology,1,1050.0,Debit Card,23-11-2021,Viaport Outlet
I103866,C131259,Female,62,Shoes,5,3000.85,Cash,02-11-2021,Kanyon
I103869,C118724,Female,25,Food & Beverage,3,15.69,Cash,28-06-2021,Viaport Outlet
I103871,C902139,Female,46,Shoes,2,1200.34,Credit Card,10-05-2022,Metropol AVM
I103881,C163190,Male,40,Souvenir,3,35.19,Cash,31-08-2022,Kanyon
I103882,C230616,Female,30,Clothing,1,300.08,Debit Card,30-06-2022,Istinye Park
I103884,C905929,Female,58,Clothing,5,1500.4,Debit Card,26-10-2022,Forum Istanbul
I103885,C230022,Male,38,Cosmetics,2,81.32,Cash,02-08-2021,Forum Istanbul
I103900,C269673,Female,51,Cosmetics,1,40.66,Credit Card,28-07-2022,Kanyon
I103904,C312125,Female,34,Shoes,3,1800.51,Cash,05-05-2021,Metrocity
I103906,C258503,Female,44,Toys,3,107.52,Cash,17-02-2021,Istinye Park
I103907,C280853,Male,56,Clothing,4,1200.32,Cash,04-10-2022,Forum Istanbul
I103911,C747724,Female,62,Food & Beverage,3,15.69,Cash,04-05-2022,Kanyon
I103914,C571970,Female,36,Clothing,1,300.08,Cash,26-05-2021,Mall of Istanbul
I103915,C229811,Male,60,Books,3,45.45,Credit Card,24-08-2021,Mall of Istanbul
I103917,C787113,Male,18,Food & Beverage,2,10.46,Debit Card,08-04-2021,Metrocity
I103920,C216711,Female,38,Cosmetics,3,121.98,Cash,22-01-2022,Emaar Square Mall
I103921,C295443,Male,20,Shoes,5,3000.85,Credit Card,30-08-2022,Emaar Square Mall
I103923,C244317,Female,39,Clothing,1,300.08,Debit Card,22-06-2022,Metrocity
I103924,C140895,Female,68,Clothing,2,600.16,Credit Card,08-04-2022,Mall of Istanbul
I103926,C132495,Male,32,Cosmetics,2,81.32,Credit Card,17-08-2022,Emaar Square Mall
I103927,C306738,Female,42,Food & Beverage,4,20.92,Credit Card,24-12-2022,Mall of Istanbul
I103928,C933094,Female,58,Clothing,1,300.08,Cash,12-04-2021,Zorlu Center
I103929,C166679,Female,41,Cosmetics,4,162.64,Credit Card,11-12-2022,Istinye Park
I103932,C112853,Female,32,Shoes,5,3000.85,Debit Card,13-04-2022,Mall of Istanbul
I103937,C349506,Male,19,Clothing,3,900.24,Cash,30-07-2021,Metropol AVM
I103939,C276227,Male,33,Cosmetics,1,40.66,Credit Card,06-11-2022,Mall of Istanbul
I103940,C167080,Female,51,Shoes,4,2400.68,Credit Card,25-06-2021,Mall of Istanbul
I103941,C522391,Male,31,Clothing,5,1500.4,Credit Card,14-01-2023,Metrocity
I103946,C883768,Male,58,Shoes,1,600.17,Cash,01-03-2021,Metrocity
I103948,C768998,Female,61,Clothing,4,1200.32,Credit Card,06-07-2022,Mall of Istanbul
I103957,C322414,Female,66,Cosmetics,1,40.66,Cash,10-02-2023,Metrocity
I103958,C510991,Male,18,Souvenir,2,23.46,Credit Card,05-09-2022,Viaport Outlet
I103959,C229386,Female,42,Clothing,1,300.08,Credit Card,16-03-2021,Metrocity
I103961,C105994,Female,33,Toys,2,71.68,Credit Card,27-07-2022,Metropol AVM
I103962,C183695,Female,64,Clothing,4,1200.32,Cash,18-07-2022,Mall of Istanbul
I103964,C677713,Female,25,Shoes,3,1800.51,Cash,06-03-2021,Kanyon
I103967,C257754,Male,63,Books,5,75.75,Credit Card,02-09-2021,Kanyon
I103969,C261190,Female,62,Cosmetics,5,203.3,Cash,05-03-2023,Metropol AVM
I103970,C234669,Female,21,Clothing,4,1200.32,Cash,01-09-2021,Viaport Outlet
I103972,C116003,Female,53,Shoes,5,3000.85,Credit Card,12-12-2022,Zorlu Center
I103977,C557569,Female,19,Food & Beverage,4,20.92,Cash,11-02-2023,Mall of Istanbul
I103978,C106114,Female,39,Technology,5,5250.0,Credit Card,03-02-2021,Kanyon
I103979,C243095,Female,65,Clothing,4,1200.32,Cash,01-04-2022,Mall of Istanbul
I103983,C273058,Male,64,Books,3,45.45,Credit Card,03-04-2022,Mall of Istanbul
I103984,C658349,Female,45,Clothing,3,900.24,Cash,18-02-2023,Kanyon
I103988,C360097,Male,20,Clothing,4,1200.32,Debit Card,29-11-2022,Viaport Outlet
I103989,C101716,Female,26,Cosmetics,2,81.32,Cash,26-08-2022,Metrocity
I103991,C769861,Female,54,Food & Beverage,5,26.15,Credit Card,01-02-2021,Kanyon
I103995,C330167,Male,21,Toys,4,143.36,Credit Card,17-12-2021,Mall of Istanbul
I103996,C399796,Female,32,Cosmetics,3,121.98,Cash,20-09-2022,Viaport Outlet
I103997,C180421,Male,52,Clothing,3,900.24,Debit Card,23-12-2021,Mall of Istanbul
I103999,C390025,Male,18,Food & Beverage,4,20.92,Credit Card,07-04-2022,Zorlu Center
I104001,C195654,Female,59,Cosmetics,3,121.98,Credit Card,21-11-2022,Zorlu Center
I104002,C153243,Male,55,Food & Beverage,3,15.69,Debit Card,12-02-2022,Metrocity
I104004,C646863,Male,21,Clothing,3,900.24,Debit Card,20-03-2022,Kanyon
I104009,C239893,Female,23,Toys,5,179.2,Cash,09-01-2022,Mall of Istanbul
I104011,C987467,Female,19,Cosmetics,3,121.98,Credit Card,17-11-2022,Metrocity
I104014,C302448,Female,32,Souvenir,4,46.92,Credit Card,22-03-2021,Mall of Istanbul
I104015,C297053,Female,57,Food & Beverage,4,20.92,Cash,14-10-2021,Kanyon
I104016,C162689,Female,28,Clothing,1,300.08,Cash,20-09-2022,Metrocity
I104019,C248203,Male,43,Books,1,15.15,Credit Card,02-03-2023,Metropol AVM
I104024,C656461,Female,69,Cosmetics,4,162.64,Cash,27-01-2022,Forum Istanbul
I104033,C642178,Female,25,Clothing,3,900.24,Cash,10-03-2022,Mall of Istanbul
I104041,C115845,Female,45,Clothing,1,300.08,Credit Card,11-03-2021,Metrocity
I104045,C565787,Female,26,Toys,2,71.68,Credit Card,15-10-2022,Mall of Istanbul
I104046,C193026,Female,57,Shoes,1,600.17,Credit Card,15-08-2021,Metrocity
I104047,C303532,Male,56,Clothing,3,900.24,Cash,15-03-2021,Metrocity
I104050,C339885,Female,49,Cosmetics,2,81.32,Credit Card,08-02-2023,Istinye Park
I104052,C170345,Female,25,Clothing,3,900.24,Debit Card,15-01-2023,Zorlu Center
I104053,C215494,Male,33,Clothing,4,1200.32,Credit Card,13-09-2021,Kanyon
I104054,C289142,Male,50,Shoes,3,1800.51,Debit Card,19-09-2021,Mall of Istanbul
I104056,C186566,Male,33,Shoes,3,1800.51,Cash,29-11-2022,Istinye Park
I104058,C124321,Female,32,Shoes,2,1200.34,Cash,27-08-2022,Metropol AVM
I104063,C212408,Female,57,Cosmetics,1,40.66,Cash,22-09-2021,Istinye Park
I104067,C713735,Male,47,Cosmetics,5,203.3,Cash,13-08-2022,Mall of Istanbul
I104068,C291053,Female,29,Cosmetics,4,162.64,Debit Card,05-09-2021,Istinye Park
I104069,C300457,Female,33,Cosmetics,1,40.66,Credit Card,19-12-2021,Zorlu Center
I104071,C322694,Female,67,Clothing,2,600.16,Debit Card,23-08-2021,Istinye Park
I104073,C321503,Male,19,Clothing,4,1200.32,Debit Card,24-10-2022,Emaar Square Mall
I104074,C319858,Male,20,Technology,2,2100.0,Debit Card,12-10-2021,Emaar Square Mall
I104076,C322871,Female,38,Clothing,5,1500.4,Credit Card,15-03-2022,Emaar Square Mall
I104078,C248668,Female,33,Books,3,45.45,Cash,01-08-2022,Mall of Istanbul
I104080,C561284,Male,19,Food & Beverage,5,26.15,Credit Card,03-01-2023,Kanyon
I104081,C189700,Female,62,Toys,1,35.84,Cash,24-03-2022,Zorlu Center
I104083,C796259,Male,27,Cosmetics,5,203.3,Debit Card,14-06-2021,Kanyon
I104088,C558722,Female,63,Clothing,3,900.24,Debit Card,19-11-2022,Metrocity
I104095,C168788,Male,66,Clothing,1,300.08,Cash,14-10-2022,Mall of Istanbul
I104097,C342646,Male,29,Clothing,4,1200.32,Debit Card,27-09-2021,Kanyon
I104099,C268800,Female,31,Clothing,4,1200.32,Credit Card,28-11-2021,Kanyon
I104105,C761010,Female,66,Food & Beverage,1,5.23,Cash,03-11-2022,Forum Istanbul
I104110,C329166,Male,51,Clothing,3,900.24,Credit Card,09-06-2022,Metrocity
I104113,C152506,Male,66,Shoes,4,2400.68,Cash,17-09-2022,Istinye Park
I104114,C257419,Female,60,Souvenir,5,58.65,Cash,04-01-2022,Kanyon
I104115,C230602,Female,56,Food & Beverage,4,20.92,Credit Card,02-03-2021,Metrocity
I104117,C154594,Female,19,Books,1,15.15,Cash,09-10-2021,Istinye Park
I104123,C325535,Male,44,Technology,3,3150.0,Credit Card,30-05-2021,Metrocity
I104130,C255913,Female,55,Shoes,4,2400.68,Cash,20-07-2022,Metrocity
I104134,C226360,Male,60,Clothing,2,600.16,Credit Card,24-09-2022,Mall of Istanbul
I104135,C178571,Female,48,Clothing,5,1500.4,Cash,01-08-2022,Istinye Park
I104142,C168396,Male,41,Clothing,5,1500.4,Cash,03-12-2021,Kanyon
I104144,C203454,Male,65,Shoes,1,600.17,Credit Card,24-10-2022,Mall of Istanbul
I104145,C494184,Female,41,Cosmetics,3,121.98,Credit Card,05-09-2022,Viaport Outlet
I104147,C237320,Female,34,Clothing,3,900.24,Credit Card,29-05-2022,Kanyon
I104152,C174609,Male,31,Clothing,2,600.16,Credit Card,29-10-2021,Mall of Istanbul
I104153,C247950,Male,50,Books,3,45.45,Credit Card,27-09-2021,Metropol AVM
I104155,C763988,Female,45,Clothing,5,1500.4,Cash,08-04-2022,Kanyon
I104159,C668385,Male,40,Books,2,30.3,Credit Card,28-11-2022,Metropol AVM
I104160,C120670,Female,58,Clothing,3,900.24,Cash,16-01-2023,Mall of Istanbul
I104173,C210829,Male,22,Clothing,5,1500.4,Cash,18-08-2022,Kanyon
I104176,C280248,Female,57,Clothing,5,1500.4,Debit Card,28-11-2022,Metropol AVM
I104177,C861246,Male,33,Clothing,3,900.24,Cash,04-02-2021,Kanyon
I104178,C236358,Female,56,Books,3,45.45,Credit Card,20-11-2022,Zorlu Center
I104180,C123055,Female,27,Shoes,2,1200.34,Cash,04-01-2021,Zorlu Center
I104181,C189733,Female,24,Toys,2,71.68,Cash,12-01-2021,Kanyon
I104182,C140125,Female,41,Toys,4,143.36,Debit Card,26-06-2021,Mall of Istanbul
I104186,C220139,Male,67,Clothing,2,600.16,Credit Card,25-08-2021,Kanyon
I104187,C848050,Female,35,Cosmetics,5,203.3,Cash,08-01-2021,Mall of Istanbul
I104188,C187512,Female,25,Cosmetics,4,162.64,Credit Card,08-01-2022,Metrocity
I104190,C237521,Female,25,Food & Beverage,5,26.15,Cash,03-07-2021,Istinye Park
I104198,C108005,Female,47,Toys,4,143.36,Cash,13-12-2022,Metropol AVM
I104199,C137525,Female,35,Toys,4,143.36,Cash,01-05-2022,Metrocity
I104202,C118230,Male,57,Technology,5,5250.0,Cash,09-03-2021,Mall of Istanbul
I104206,C326649,Female,23,Food & Beverage,5,26.15,Credit Card,24-01-2023,Metrocity
I104207,C828554,Male,51,Shoes,2,1200.34,Cash,14-05-2022,Metrocity
I104208,C618868,Female,40,Toys,5,179.2,Debit Card,06-12-2021,Emaar Square Mall
I104209,C120180,Female,22,Clothing,5,1500.4,Debit Card,25-02-2023,Forum Istanbul
I104212,C231729,Female,68,Books,1,15.15,Cash,13-01-2021,Istinye Park
I104217,C169059,Female,64,Toys,1,35.84,Cash,29-07-2021,Kanyon
I104218,C149595,Male,38,Clothing,2,600.16,Credit Card,14-02-2022,Kanyon
I104225,C676789,Female,48,Technology,5,5250.0,Credit Card,13-06-2021,Emaar Square Mall
I104228,C116193,Female,60,Food & Beverage,5,26.15,Cash,05-11-2022,Istinye Park
I104230,C622570,Female,69,Clothing,5,1500.4,Debit Card,22-08-2021,Kanyon
I104232,C229403,Female,66,Clothing,4,1200.32,Debit Card,04-02-2021,Metropol AVM
I104233,C154775,Male,58,Clothing,2,600.16,Credit Card,30-01-2022,Metrocity
I104234,C112706,Male,53,Clothing,5,1500.4,Credit Card,06-06-2022,Istinye Park
I104239,C175089,Female,35,Clothing,5,1500.4,Cash,07-12-2021,Cevahir AVM
I104248,C485285,Female,67,Clothing,2,600.16,Credit Card,15-10-2021,Metropol AVM
I104253,C311913,Male,21,Shoes,5,3000.85,Debit Card,19-10-2021,Mall of Istanbul
I104254,C253672,Male,47,Food & Beverage,1,5.23,Debit Card,10-02-2023,Kanyon
I104261,C105041,Female,54,Shoes,5,3000.85,Cash,10-04-2021,Kanyon
I104266,C226005,Male,22,Shoes,1,600.17,Credit Card,02-06-2022,Mall of Istanbul
I104267,C934986,Female,28,Shoes,1,600.17,Debit Card,04-11-2021,Kanyon
I104268,C799305,Male,27,Food & Beverage,3,15.69,Cash,04-06-2021,Forum Istanbul
I104269,C332450,Female,56,Toys,3,107.52,Credit Card,06-03-2023,Kanyon
I104271,C369601,Male,45,Books,4,60.6,Credit Card,02-03-2022,Istinye Park
I104274,C196405,Female,37,Toys,1,35.84,Cash,13-06-2021,Mall of Istanbul
I104281,C762334,Female,68,Toys,3,107.52,Cash,31-05-2022,Kanyon
I104285,C172915,Male,21,Cosmetics,2,81.32,Cash,08-02-2021,Kanyon
I104292,C431059,Female,22,Clothing,5,1500.4,Debit Card,01-01-2021,Emaar Square Mall
I104294,C103178,Male,62,Shoes,3,1800.51,Credit Card,06-01-2021,Cevahir AVM
I104296,C187283,Male,39,Food & Beverage,5,26.15,Credit Card,23-09-2021,Mall of Istanbul
I104297,C308724,Female,51,Technology,3,3150.0,Debit Card,09-09-2021,Forum Istanbul
I104301,C202829,Female,52,Food & Beverage,1,5.23,Debit Card,17-08-2022,Metrocity
I104311,C250955,Male,18,Food & Beverage,2,10.46,Cash,15-01-2023,Metrocity
I104318,C429080,Female,36,Shoes,4,2400.68,Cash,03-08-2022,Zorlu Center
I104320,C393730,Female,34,Food & Beverage,2,10.46,Debit Card,21-09-2022,Kanyon
I104323,C259462,Male,25,Shoes,5,3000.85,Cash,09-11-2022,Forum Istanbul
I104330,C214561,Female,55,Clothing,1,300.08,Debit Card,12-08-2022,Metrocity
I104331,C307792,Female,31,Cosmetics,1,40.66,Credit Card,13-06-2021,Metrocity
I104332,C262904,Female,21,Cosmetics,5,203.3,Cash,28-04-2022,Metropol AVM
I104333,C212361,Female,69,Clothing,1,300.08,Debit Card,16-04-2021,Metrocity
I104337,C191906,Female,58,Technology,1,1050.0,Debit Card,05-10-2021,Metropol AVM
I104338,C284181,Female,27,Food & Beverage,5,26.15,Cash,31-03-2021,Mall of Istanbul
I104340,C117737,Male,25,Souvenir,5,58.65,Credit Card,12-12-2022,Mall of Istanbul
I104345,C180067,Female,34,Shoes,4,2400.68,Credit Card,08-05-2021,Kanyon
I104354,C273966,Female,55,Books,4,60.6,Cash,02-10-2021,Istinye Park
I104356,C286390,Male,58,Food & Beverage,1,5.23,Credit Card,25-02-2023,Mall of Istanbul
I104358,C130495,Female,43,Clothing,2,600.16,Credit Card,09-01-2022,Metropol AVM
I104359,C282188,Male,66,Technology,2,2100.0,Credit Card,05-11-2021,Metrocity
I104363,C547432,Female,48,Food & Beverage,4,20.92,Cash,11-08-2021,Mall of Istanbul
I104364,C167449,Male,43,Toys,2,71.68,Cash,19-10-2022,Viaport Outlet
I104366,C145961,Female,28,Cosmetics,1,40.66,Cash,03-02-2021,Mall of Istanbul
I104368,C661637,Male,58,Clothing,1,300.08,Debit Card,07-12-2022,Kanyon
I104370,C532661,Female,35,Food & Beverage,3,15.69,Cash,22-03-2021,Emaar Square Mall
I104371,C604725,Female,49,Clothing,3,900.24,Credit Card,25-12-2022,Kanyon
I104373,C162600,Male,34,Clothing,4,1200.32,Cash,07-11-2022,Emaar Square Mall
I104374,C192673,Female,58,Clothing,5,1500.4,Credit Card,16-09-2021,Cevahir AVM
I104375,C222369,Female,29,Cosmetics,5,203.3,Cash,21-03-2022,Kanyon
I104376,C274370,Female,46,Clothing,3,900.24,Credit Card,18-05-2021,Zorlu Center
I104377,C321514,Female,55,Clothing,5,1500.4,Debit Card,09-05-2021,Istinye Park
I104378,C394493,Female,42,Clothing,3,900.24,Cash,14-11-2021,Emaar Square Mall
I104379,C618444,Male,60,Cosmetics,3,121.98,Debit Card,10-08-2021,Metrocity
I104383,C236090,Male,21,Shoes,2,1200.34,Credit Card,27-07-2022,Mall of Istanbul
I104392,C280254,Male,26,Technology,3,3150.0,Cash,22-11-2021,Mall of Istanbul
I104398,C281442,Male,59,Cosmetics,3,121.98,Debit Card,25-04-2021,Kanyon
I104399,C109975,Female,62,Clothing,2,600.16,Credit Card,11-08-2022,Viaport Outlet
I104403,C191167,Female,53,Cosmetics,1,40.66,Debit Card,03-03-2021,Kanyon
I104404,C111115,Female,21,Shoes,3,1800.51,Cash,25-03-2021,Kanyon
I104407,C283793,Male,66,Clothing,4,1200.32,Credit Card,27-10-2021,Metropol AVM
I104410,C181805,Female,40,Clothing,5,1500.4,Debit Card,15-06-2021,Metropol AVM
I104411,C287491,Male,20,Clothing,1,300.08,Cash,09-12-2021,Emaar Square Mall
I104416,C181327,Female,38,Clothing,3,900.24,Debit Card,29-06-2022,Kanyon
I104418,C334249,Male,48,Clothing,3,900.24,Cash,09-05-2022,Metropol AVM
I104424,C248517,Female,38,Technology,1,1050.0,Credit Card,28-11-2022,Cevahir AVM
I104426,C263783,Female,59,Food & Beverage,5,26.15,Cash,08-05-2021,Metrocity
I104427,C116014,Female,69,Toys,1,35.84,Debit Card,27-03-2021,Forum Istanbul
I104437,C135853,Female,24,Cosmetics,5,203.3,Credit Card,20-06-2022,Mall of Istanbul
I104440,C119961,Female,53,Toys,3,107.52,Cash,14-07-2021,Mall of Istanbul
I104444,C209086,Female,21,Toys,5,179.2,Cash,21-07-2021,Mall of Istanbul
I104445,C292016,Female,37,Food & Beverage,5,26.15,Debit Card,15-07-2021,Mall of Istanbul
I104446,C598036,Female,51,Shoes,3,1800.51,Debit Card,16-10-2022,Kanyon
I104448,C143572,Male,35,Toys,1,35.84,Debit Card,15-01-2021,Metropol AVM
I104450,C112723,Female,39,Shoes,3,1800.51,Cash,14-09-2021,Metrocity
I104452,C812098,Male,18,Clothing,2,600.16,Cash,19-02-2023,Istinye Park
I104459,C598358,Male,63,Clothing,3,900.24,Cash,23-03-2021,Kanyon
I104465,C151537,Female,21,Cosmetics,1,40.66,Cash,19-07-2021,Cevahir AVM
I104466,C266602,Male,53,Shoes,5,3000.85,Credit Card,07-08-2021,Mall of Istanbul
I104473,C202633,Female,27,Clothing,5,1500.4,Debit Card,24-01-2021,Istinye Park
I104476,C770094,Female,22,Clothing,2,600.16,Credit Card,19-01-2021,Mall of Istanbul
I104477,C349717,Male,25,Food & Beverage,4,20.92,Cash,16-11-2021,Viaport Outlet
I104484,C125489,Female,21,Clothing,2,600.16,Credit Card,01-04-2022,Metrocity
I104498,C397682,Female,36,Food & Beverage,2,10.46,Cash,25-03-2022,Mall of Istanbul
I104500,C259340,Female,31,Cosmetics,1,40.66,Credit Card,17-06-2022,Mall of Istanbul
I104503,C767466,Male,51,Souvenir,5,58.65,Credit Card,24-05-2022,Metropol AVM
I104505,C698742,Female,32,Souvenir,3,35.19,Credit Card,12-06-2021,Kanyon
I104507,C766221,Male,69,Toys,2,71.68,Cash,05-11-2022,Kanyon
I104511,C167521,Male,63,Toys,2,71.68,Cash,29-04-2022,Istinye Park
I104518,C173087,Male,58,Food & Beverage,3,15.69,Cash,26-06-2022,Metropol AVM
I104526,C102151,Female,42,Clothing,3,900.24,Debit Card,20-08-2022,Mall of Istanbul
I104527,C105183,Male,28,Food & Beverage,3,15.69,Debit Card,12-11-2021,Kanyon
I104528,C295978,Male,25,Clothing,5,1500.4,Credit Card,12-06-2021,Cevahir AVM
I104538,C205078,Female,62,Cosmetics,1,40.66,Cash,03-01-2022,Forum Istanbul
I104541,C135076,Female,49,Cosmetics,5,203.3,Credit Card,05-01-2023,Istinye Park
